geo_point_2d;geo_shape;nature_l;sigle;secteur;code_postal;commune;academie;denom;nom_lycee;dept
48.846792670385774, 2.325788924551118;"{""coordinates"": [2.325788924551118, 48.846792670385774], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;75106;Paris 6e Arrondissement;Paris;LYC POLYVAL PRIVE des METIERS;SAINT-NICOLAS;75
48.824693611146024, 2.3128800222719557;"{""coordinates"": [2.312880022271956, 48.824693611146024], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75114;Paris 14e Arrondissement;Paris;LPO LYCEE DES METIERS;RASPAIL;75
48.84231378439405, 2.3965104030694655;"{""coordinates"": [2.396510403069466, 48.84231378439405], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75112;Paris 12e Arrondissement;Paris;LYCEE GENERAL PRIVE;SAINT-MICHEL-DE-PICPUS;75
48.56364091637426, 2.4389868504421415;"{""coordinates"": [2.438986850442141, 48.56364091637426], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91386;Mennecy;Versailles;LYCEE POLYVALENT;MARIE-LAURENCIN;91
48.6979854802696, 2.3771006886825132;"{""coordinates"": [2.377100688682513, 48.6979854802696], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91027;Athis-Mons;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;MARCEL-PAGNOL;91
48.87597943744037, 2.332075612179497;"{""coordinates"": [2.332075612179497, 48.87597943744037], ""type"": ""Point""}";Ecole secondaire spécialisée (second cycle);LG;Privé;75109;Paris 9e Arrondissement;Paris;LYCEE PRIVE POUR HANDICAPES;MORVAN;75
48.84084062037933, 2.3288171434174765;"{""coordinates"": [2.328817143417476, 48.84084062037933], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75114;Paris 14e Arrondissement;Paris;LYCEE GENERAL;PAUL-BERT;75
48.84792995211976, 2.3943127420552197;"{""coordinates"": [2.39431274205522, 48.84792995211976], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75112;Paris 12e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;ARAGO;75
48.89481110016711, 2.3275226237779174;"{""coordinates"": [2.327522623777917, 48.89481110016711], ""type"": ""Point""}";Lycée professionnel;LP;Public;75117;Paris 17e Arrondissement;Paris;LYCEE PROFESSIONNEL;MARIA-DERAISMES;75
48.906690759384226, 2.511548925546217;"{""coordinates"": [2.511548925546217, 48.906690759384226], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93057;Les Pavillons-sous-Bois;Créteil;LYCEE GENERAL PRIVE;GROUPE-SCOLAIRE-ALLIANCE;93
48.813568515653664, 2.378160503898515;"{""coordinates"": [2.378160503898515, 48.813568515653664], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Privé;94041;Ivry-sur-Seine;Créteil;SECTION GEN ET TECHNOL.PRIVEE;CE 3P;94
48.970270262447585, 2.236860076118535;"{""coordinates"": [2.236860076118535, 48.970270262447585], ""type"": ""Point""}";Lycée professionnel;LP;Privé;95582;Sannois;Versailles;LYCEE PROFESSIONNEL PRIVE;SAINT-JEAN (APPRENTIS D'AUTEUIL);95
48.67213701269574, 2.6448519436901625;"{""coordinates"": [2.644851943690163, 48.67213701269574], ""type"": ""Point""}";Lycée d'enseignement général, technologique et professionnel agricole;LEGTPA;Public;77053;Brie-Comte-Robert;Créteil;LYC GEN TECHNO PROF AGRICOLE;BOUGAINVILLE;77
48.857518941726774, 2.445542092346874;"{""coordinates"": [2.445542092346874, 48.857518941726774], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93048;Montreuil;Créteil;LGT LYCEE DES METIERS;CONDORCET;93
49.146337233078896, 2.294860483798373;"{""coordinates"": [2.294860483798373, 49.146337233078896], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95052;Beaumont-sur-Oise;Versailles;LYCEE POLYVALENT;EVARISTE-GALOIS;95
48.899890658496425, 2.3685290097610907;"{""coordinates"": [2.368529009761091, 48.899890658496425], ""type"": ""Point""}";Lycée professionnel;LP;Public;75118;Paris 18e Arrondissement;Paris;LYCEE PROFESSIONNEL;CAMILLE-JENATZY;75
48.83962494980345, 2.418902554932995;"{""coordinates"": [2.418902554932995, 48.83962494980345], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;94067;Saint-Mandé;Créteil;LYCEE GENERAL ET TECHNO PRIVE;SAINT-MICHEL;94
48.999396014796915, 2.1461875092961775;"{""coordinates"": [2.146187509296178, 48.999396014796915], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95306;Herblay;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;MONTESQUIEU;95
48.26321004492522, 2.686396326076149;"{""coordinates"": [2.686396326076149, 48.26321004492522], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;77431;Saint-Pierre-lès-Nemours;Créteil;LYCEE GENERAL PRIVE;LA-SALLE-SAINTE-MARIE;77
48.53456611037389, 1.9995705073449668;"{""coordinates"": [1.999570507344967, 48.53456611037389], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91200;Dourdan;Versailles;LYCEE POLYVALENT;NIKOLA-TESLA;91
48.86207815992733, 2.490563136964396;"{""coordinates"": [2.490563136964396, 48.86207815992733], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93064;Rosny-sous-Bois;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;CHARLES-DE-GAULLE;93
48.83660810450222, 2.356290142607457;"{""coordinates"": [2.356290142607457, 48.83660810450222], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75113;Paris 13e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;PIERRE-GILLES-DE-GENNES-ENCPB;75
48.8521520926754, 2.392829990208892;"{""coordinates"": [2.392829990208892, 48.8521520926754], ""type"": ""Point""}";Lycée professionnel;LP;Public;75111;Paris 11e Arrondissement;Paris;LP LYCEE DES METIERS;TURQUETIL;75
48.86687986988028, 2.2942992523362604;"{""coordinates"": [2.29429925233626, 48.86687986988028], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75116;Paris 16e Arrondissement;Paris;LYCEE GENERAL PRIVE;ASSOMPTION-LUBECK;75
48.85524672100974, 2.3736303110344323;"{""coordinates"": [2.373630311034432, 48.85524672100974], ""type"": ""Point""}";Lycée professionnel;LP;Public;75111;Paris 11e Arrondissement;Paris;LYCEE PROFESSIONNEL;MARCEL-DEPREZ;75
48.882571017342805, 2.2558833689377216;"{""coordinates"": [2.255883368937722, 48.882571017342805], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;92051;Neuilly-sur-Seine;Versailles;LYCEE GENERAL;FOLIE-SAINT-JAMES (LA);92
48.93852219525716, 2.2273456385865016;"{""coordinates"": [2.227345638586502, 48.93852219525716], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95018;Argenteuil;Versailles;LYCEE POLYVALENT;JEAN-JAURÈS;95
48.9721454376902, 1.92285556705913;"{""coordinates"": [1.92285556705913, 48.9721454376902], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78440;Les Mureaux;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;FRANCOIS-VILLON;78
48.64375704362285, 2.435466103132317;"{""coordinates"": [2.435466103132317, 48.64375704362285], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;91228;Evry-Courcouronnes;Versailles;LYCEE POLYVALENT PRIVE;NOTRE-DAME-DE-SION;91
48.93175160772424, 2.2558037089894727;"{""coordinates"": [2.255803708989473, 48.93175160772424], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92025;Colombes;Versailles;LPO LYCEE DES METIERS;ANATOLE-FRANCE;92
48.43465804414854, 2.1386664047136863;"{""coordinates"": [2.138666404713686, 48.43465804414854], ""type"": ""Point""}";Lycée professionnel;LP;Public;91223;Étampes;Versailles;LYCEE PROFESSIONNEL;NELSON-MANDELA;91
48.92853325140513, 2.387023970202525;"{""coordinates"": [2.387023970202525, 48.92853325140513], ""type"": ""Point""}";Lycée professionnel;LP;Public;93027;La Courneuve;Créteil;LYCEE PROFESSIONNEL;DENIS-PAPIN;93
48.83662542998733, 2.4095054574723327;"{""coordinates"": [2.409505457472333, 48.83662542998733], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75112;Paris 12e Arrondissement;Paris;LYCEE POLYVALENT;ELISA-LEMONNIER;75
48.70331230317023, 2.235303780694813;"{""coordinates"": [2.235303780694813, 48.70331230317023], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91477;Palaiseau;Versailles;LPO LYCEE DES METIERS;HENRI-POINCARÉ;91
48.43605212276239, 2.158034707754651;"{""coordinates"": [2.158034707754651, 48.43605212276239], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;91223;Étampes;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;INSTITUTION-JEANNE-D'ARC;91
48.882619564567605, 2.2373018750334728;"{""coordinates"": [2.237301875033473, 48.882619564567605], ""type"": ""Point""}";Lycée professionnel;LP;Public;92062;Puteaux;Versailles;LP LYCEE DES METIERS;VOILIN;92
48.7944805598805, 2.220569270659006;"{""coordinates"": [2.220569270659006, 48.7944805598805], ""type"": ""Point""}";Lycée professionnel;LP;Public;92048;Meudon;Versailles;LP LYCEE DES METIERS;COTES-DE-VILLEBON (LES);92
48.88125769302987, 2.3398689478185832;"{""coordinates"": [2.339868947818583, 48.88125769302987], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75109;Paris 9e Arrondissement;Paris;LYCEE POLYVALENT;EDGAR-QUINET;75
48.89620341511915, 2.334474531336847;"{""coordinates"": [2.334474531336847, 48.89620341511915], ""type"": ""Point""}";Lycée professionnel;LP;Public;75118;Paris 18e Arrondissement;Paris;LP LYCEE DES METIERS;METIERS DE L'HOTELLERIE BELLIARD;75
48.84675373469282, 2.39150432678288;"{""coordinates"": [2.39150432678288, 48.84675373469282], ""type"": ""Point""}";Lycée professionnel;LP;Public;75112;Paris 12e Arrondissement;Paris;LYCEE PROFESSIONNEL;METIERS-DE-L'AMEUBLEMENT;75
48.8014354004559, 2.3936695095017058;"{""coordinates"": [2.393669509501706, 48.8014354004559], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;94041;Ivry-sur-Seine;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;ROMAIN-ROLLAND;94
48.787744704656745, 2.323768439069303;"{""coordinates"": [2.323768439069303, 48.787744704656745], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94016;Cachan;Créteil;LYCEE POLYVALENT;LYCÉE POLYVALENT DE CACHAN;94
48.63819732932757, 2.4324723071355008;"{""coordinates"": [2.432472307135501, 48.63819732932757], ""type"": ""Point""}";Lycée polyvalent;LP;Public;91228;Evry-Courcouronnes;Versailles;LP LYCEE DES METIERS;CHARLES-BAUDELAIRE;91
48.802096557879835, 2.5067094253197397;"{""coordinates"": [2.50670942531974, 48.802096557879835], ""type"": ""Point""}";Lycée professionnel;LP;Public;94068;Saint-Maur-des-Fossés;Créteil;LP LYCEE DES METIERS;GOURDOU-LESEURRE;94
48.95218026718237, 2.233313200332708;"{""coordinates"": [2.233313200332708, 48.95218026718237], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95018;Argenteuil;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JULIE-VICTOIRE-DAUBIÉ;95
48.857443740867915, 2.779001545064006;"{""coordinates"": [2.779001545064006, 48.857443740867915], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77449;Serris;Créteil;LYCEE POLYVALENT;ÉMILIE-DU-CHÂTELET;77
48.56874796730599, 2.609024246137427;"{""coordinates"": [2.609024246137427, 48.56874796730599], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77495;Vert-Saint-Denis;Créteil;LYCEE POLYVALENT;SONIA-DELAUNAY;77
48.80203506269732, 2.0590212268768635;"{""coordinates"": [2.059021226876864, 48.80203506269732], ""type"": ""Point""}";Lycée professionnel;LP;Public;78545;Saint-Cyr-l'École;Versailles;LYCEE PROFESSIONNEL;JEAN-PERRIN;78
49.08767296982962, 2.5593783519704836;"{""coordinates"": [2.559378351970484, 49.08767296982962], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95580;Saint-Witz;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;LÉONARD-DE-VINCI;95
48.71104657819259, 2.4997717103462294;"{""coordinates"": [2.499771710346229, 48.71104657819259], ""type"": ""Point""}";Lycée polyvalent;LG;Privé;91691;Yerres;Versailles;LYCEE POLYVALENT PRIVE;BETH-RIVKAH;91
48.88290965661126, 2.4208208853451736;"{""coordinates"": [2.420820885345174, 48.88290965661126], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93045;Les Lilas;Créteil;LYCEE POLYVALENT;PAUL-ROBERT;93
48.881734604797536, 2.3196749191663417;"{""coordinates"": [2.319674919166342, 48.881734604797536], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75108;Paris 8e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;CHAPTAL;75
48.8467586409113, 2.1583010101766074;"{""coordinates"": [2.158301010176607, 48.8467586409113], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;92076;Vaucresson;Versailles;ETAB.REGIONAL ENSEIGNT ADAPTE;TOULOUSE-LAUTREC;92
48.85155572630475, 2.362213554846359;"{""coordinates"": [2.362213554846359, 48.85155572630475], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75104;Paris 4e Arrondissement;Paris;LYCEE GENERAL PRIVE;MASSILLON;75
48.88851901467185, 2.7285072036196;"{""coordinates"": [2.7285072036196, 48.88851901467185], ""type"": ""Point""}";Lycée professionnel;LP;Public;77464;Thorigny-sur-Marne;Créteil;LYCEE PROFESSIONNEL;AUGUSTE-PERDONNET;77
48.804466198464375, 2.0647492696997642;"{""coordinates"": [2.064749269699764, 48.804466198464375], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78545;Saint-Cyr-l'École;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JULES-HARDOUIN-MANSART;78
48.61264075139411, 2.458110363860371;"{""coordinates"": [2.458110363860371, 48.61264075139411], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91174;Corbeil-Essonnes;Versailles;LPO LYCEE DES METIERS;ROBERT-DOISNEAU;91
48.60967873942962, 2.313561275349665;"{""coordinates"": [2.313561275349665, 48.60967873942962], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91103;Brétigny-sur-Orge;Versailles;LYCEE POLYVALENT;JEAN-PIERRE-TIMBAUD;91
48.851030992406386, 2.3192131378205993;"{""coordinates"": [2.319213137820599, 48.851030992406386], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75107;Paris 7e Arrondissement;Paris;LYCEE GENERAL PRIVE;SAINT-FRANCOIS-DE-SALES-THÉRÈSE-CHAPPUIS;75
48.921217976257715, 2.3039703872007764;"{""coordinates"": [2.303970387200776, 48.921217976257715], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92036;Gennevilliers;Versailles;LPO LYCEE DES METIERS;GALILÉE;92
48.91796645043747, 2.3375024898454027;"{""coordinates"": [2.337502489845403, 48.91796645043747], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93070;Saint-Ouen;Créteil;LPO LYCEE DES METIERS;MARCEL-CACHIN;93
48.94360559661926, 2.4686819469300945;"{""coordinates"": [2.468681946930094, 48.94360559661926], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93007;Le Blanc-Mesnil;Créteil;LYCEE POLYVALENT;JEAN-MOULIN;93
48.77351954215669, 2.4160162795498263;"{""coordinates"": [2.416016279549826, 48.77351954215669], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94022;Choisy-le-Roi;Créteil;LPO LYCEE DES METIERS;JACQUES-BREL;94
48.77496127428316, 2.486921605336224;"{""coordinates"": [2.486921605336224, 48.77496127428316], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;94011;Bonneuil-sur-Marne;Créteil;ETAB.REGIONAL ENSEIGNT ADAPTE;STENDHAL;94
48.784213691472196, 2.468062099892569;"{""coordinates"": [2.468062099892569, 48.784213691472196], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94028;Créteil;Créteil;LYCEE POLYVALENT;EDOUARD-BRANLY;94
48.97393878026346, 2.2546574185721213;"{""coordinates"": [2.254657418572121, 48.97393878026346], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;95582;Sannois;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME-SAINTE-FAMILLE;95
48.848687880738225, 2.5528823735889565;"{""coordinates"": [2.552882373588957, 48.848687880738225], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93051;Noisy-le-Grand;Créteil;LYCEE POLYVALENT;LYCÉE INTERNATIONAL DE L'EST PARISIEN;93
48.833462121432646, 2.5084683371091177;"{""coordinates"": [2.508468337109118, 48.833462121432646], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94058;Le Perreux-sur-Marne;Créteil;LYCEE POLYVALENT;PAUL-DOUMER;94
48.984828676940346, 2.430178150274123;"{""coordinates"": [2.430178150274123, 48.984828676940346], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95277;Gonesse;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;RENÉ-CASSIN;95
48.97217300441588, 2.2954870776490255;"{""coordinates"": [2.295487077649025, 48.97217300441588], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95210;Enghien-les-Bains;Versailles;LPO LYCEE DES METIERS;GUSTAVE-MONOD;95
48.886541038561234, 2.267460605261565;"{""coordinates"": [2.267460605261565, 48.886541038561234], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92051;Neuilly-sur-Seine;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINT-DOMINIQUE;92
48.79875612558175, 2.556964348558127;"{""coordinates"": [2.556964348558127, 48.79875612558175], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;94019;Chennevières-sur-Marne;Créteil;LGT LYCEE DES METIERS;SAMUEL-DE-CHAMPLAIN;94
48.84872353390738, 2.427255385990565;"{""coordinates"": [2.427255385990565, 48.84872353390738], ""type"": ""Point""}";Lycée professionnel;LP;Privé;94080;Vincennes;Créteil;LYCEE PROFESSIONNEL PRIVE;GREGOR MENDEL;94
48.96726168344388, 2.4100445198135394;"{""coordinates"": [2.410044519813539, 48.96726168344388], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95268;Garges-lès-Gonesse;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;SIMONE-DE-BEAUVOIR;95
48.826174744624545, 2.1337968962992946;"{""coordinates"": [2.133796896299295, 48.826174744624545], ""type"": ""Point""}";Lycée professionnel;LP;Public;78158;Le Chesnay-Rocquencourt;Versailles;LP LYCEE DES METIERS;JEAN-MOULIN;78
48.95446579143633, 2.9138960622531798;"{""coordinates"": [2.91389606225318, 48.95446579143633], ""type"": ""Point""}";Lycée professionnel;LP;Public;77284;Meaux;Créteil;LYCEE PROFESSIONNEL;CHARLES-BAUDELAIRE;77
48.846150986539236, 2.5490887631686205;"{""coordinates"": [2.549088763168621, 48.846150986539236], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;93051;Noisy-le-Grand;Créteil;LYC GEN TECH PRIVE DES METIERS;FRANCOISE-CABRINI;93
48.96140262337198, 2.2990376736531553;"{""coordinates"": [2.299037673653155, 48.96140262337198], ""type"": ""Point""}";Lycée professionnel;LP;Public;93031;Épinay-sur-Seine;Créteil;LP LYCEE DES METIERS;LOUISE-MICHEL;93
48.58071937843542, 2.2443859152213785;"{""coordinates"": [2.244385915221379, 48.58071937843542], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91021;Arpajon;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;RENÉ-CASSIN;91
48.84345771024042, 2.3117115221303752;"{""coordinates"": [2.311711522130375, 48.84345771024042], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75115;Paris 15e Arrondissement;Paris;LYCEE GENERAL;BUFFON;75
48.914784617737325, 2.290222137958578;"{""coordinates"": [2.290222137958578, 48.914784617737325], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;92004;Asnières-sur-Seine;Versailles;ETAB.REGIONAL ENSEIGNT ADAPTE;MARTIN-LUTHER-KING;92
48.88316877066543, 2.270593958085368;"{""coordinates"": [2.270593958085368, 48.88316877066543], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;92051;Neuilly-sur-Seine;Versailles;LYCEE POLYVALENT PRIVE DES MET;LA-TRINITE;92
48.81572137504059, 2.240340900089481;"{""coordinates"": [2.240340900089481, 48.81572137504059], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92048;Meudon;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME;92
48.948553598818464, 3.128023761004319;"{""coordinates"": [3.128023761004319, 48.948553598818464], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;77183;La Ferté-sous-Jouarre;Créteil;LYCEE GENERAL PRIVE;SAINTE-CÉLINE;77
48.86678372371524, 2.099200215809648;"{""coordinates"": [2.099200215809648, 48.86678372371524], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78372;Marly-le-Roi;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;LOUIS-DE-BROGLIE;78
48.94313925012976, 2.15946500617768;"{""coordinates"": [2.15946500617768, 48.94313925012976], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78586;Sartrouville;Versailles;LPO LYCEE DES METIERS;JULES-VERNE;78
48.63755853066617, 2.4118563248826104;"{""coordinates"": [2.41185632488261, 48.63755853066617], ""type"": ""Point""}";Lycée professionnel;LP;Public;91521;Ris-Orangis;Versailles;LYCEE PROFESSIONNEL;PIERRE-MENDÈS-FRANCE;91
48.955452744400795, 2.384315626114841;"{""coordinates"": [2.384315626114841, 48.955452744400795], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93072;Stains;Créteil;LYCEE GENERAL PRIVE;SAINTE-MARIE;93
48.88341232469732, 2.4298029350603794;"{""coordinates"": [2.429802935060379, 48.88341232469732], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93063;Romainville;Créteil;LPO LYCEE DES METIERS;LIBERTE;93
48.84536537746805, 2.3288270018883357;"{""coordinates"": [2.328827001888336, 48.84536537746805], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;75106;Paris 6e Arrondissement;Paris;LYC POLYVAL PRIVE des METIERS;CARCADO-SAISSEVAL;75
48.86491511381567, 2.3756037644578183;"{""coordinates"": [2.375603764457818, 48.86491511381567], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75111;Paris 11e Arrondissement;Paris;LYCEE GEN.ET TECHNOL.PRIVE;CHARLES-PÉGUY;75
48.88603617748128, 2.512817250683709;"{""coordinates"": [2.512817250683709, 48.88603617748128], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93077;Villemomble;Créteil;LYCEE GENERAL PRIVE;BLANCHE-DE-CASTILLE;93
48.8929362408251, 2.517617583122848;"{""coordinates"": [2.517617583122848, 48.8929362408251], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93062;Le Raincy;Créteil;LYCEE GENERAL PRIVE;SAINT-LOUIS-SAINTE-CLOTILDE;93
48.92567879720961, 2.43991504771876;"{""coordinates"": [2.43991504771876, 48.92567879720961], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93029;Drancy;Créteil;LYCEE GENERAL PRIVE;SAINT-GERMAIN;93
48.81387909505981, 2.378043770086189;"{""coordinates"": [2.378043770086189, 48.81387909505981], ""type"": ""Point""}";Lycée professionnel;LP;Privé;94041;Ivry-sur-Seine;Créteil;LYCEE PROFESSIONNEL PRIVE;CE3P;94
48.51135924251141, 2.6604043840997873;"{""coordinates"": [2.660404384099787, 48.51135924251141], ""type"": ""Point""}";Lycée professionnel;LP;Public;77389;La Rochette;Créteil;LP LYCEE DES METIERS;BENJAMIN-FRANKLIN;77
49.0478040397563, 2.6687155705679024;"{""coordinates"": [2.668715570567902, 49.0478040397563], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77259;Longperrier;Créteil;LPO LYCEE DES METIERS;CHARLES-DE-GAULLE;77
48.82347540798735, 1.9587495019231123;"{""coordinates"": [1.958749501923112, 48.82347540798735], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78490;Plaisir;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN-VILAR;78
48.67775577655362, 1.6479444247122916;"{""coordinates"": [1.647944424712292, 48.67775577655362], ""type"": ""Point""}";Ecole régionale du premier degré;ERPD;Public;78077;La Boissière-École;Versailles;EC.REGIONALE DU PREMIER DEGRE;HERIOT;78
48.83871522824124, 2.3308705005192754;"{""coordinates"": [2.330870500519275, 48.83871522824124], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75114;Paris 14e Arrondissement;Paris;LPO LYCEE DES METIERS;GUILLAUME-TIREL;75
48.8389360460821, 2.1515875793934383;"{""coordinates"": [2.151587579393438, 48.8389360460821], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92076;Vaucresson;Versailles;LYCEE GEN. ET TECHNOL. PRIVE;SUGER;92
48.77695958038192, 2.2634846496558776;"{""coordinates"": [2.263484649655878, 48.77695958038192], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92060;Le Plessis-Robinson;Versailles;LYCEE POLYVALENT;MONTESQUIEU;92
48.911373333124736, 2.4346579648029403;"{""coordinates"": [2.43465796480294, 48.911373333124736], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93008;Bobigny;Créteil;LYCEE GENERAL PRIVE;CHARLES-PEGUY;93
48.700305520519, 2.0972415072489525;"{""coordinates"": [2.097241507248953, 48.700305520519], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91272;Gif-sur-Yvette;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;VALLÉE-DE-CHEVREUSE (DE LA);91
48.81008943198841, 2.3236148798780563;"{""coordinates"": [2.323614879878056, 48.81008943198841], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92049;Montrouge;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;MAURICE-GENEVOIX;92
48.95046409932711, 2.5793952676055;"{""coordinates"": [2.5793952676055, 48.95046409932711], ""type"": ""Point""}";Lycée professionnel;LP;Public;93073;Tremblay-en-France;Créteil;LP LYCEE DES METIERS;HÉLÈNE-BOUCHER;93
48.96784610788406, 2.2424356097885245;"{""coordinates"": [2.242435609788525, 48.96784610788406], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;95582;Sannois;Versailles;ETAB.REGIONAL ENSEIGNT ADAPTE;TOUR-DU-MAIL (LA);95
49.02202325306147, 2.108028500191178;"{""coordinates"": [2.108028500191178, 49.02202325306147], ""type"": ""Point""}";Lycée professionnel;LP;Public;95218;Éragny;Versailles;LP LYCEE DES METIERS;AUGUSTE-ESCOFFIER;95
48.87836915631029, 2.3490887465768955;"{""coordinates"": [2.349088746576895, 48.87836915631029], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75109;Paris 9e Arrondissement;Paris;LYCEE GENERAL;LAMARTINE;75
