Identifiant action de formation;Enseignements de spécialité de classe de 1ère générale;Identifiant et fiche onisep lieu de cours;Libellé lieu de cours;Adresse lieu de cours;Code postal lieu de cours;Commune lieu de cours;Département lieu de cours;Région lieu de cours;Académie lieu de cours
AF.35308;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15387;Lycée général privé l'Espérance;35 rue Anatole France;93622;Aulnay-sous-Bois;Seine-Saint-Denis;Ile-de-France;Créteil
AF.40493;Sciences économiques et sociales / LLCER espagnol / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10774;Lycée général privé Bossuet;12 rue de la Visitation;77100;Meaux;Seine-et-Marne;Ile-de-France;Créteil
AF.40751;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18879;Lycée général privé Sainte Marie;7 rue Jean Chardavoine;93240;Stains;Seine-Saint-Denis;Ile-de-France;Créteil
AF.40761;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais / Numérique et sciences informatiques;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3322;Lycée Victor Duruy;33 boulevard des Invalides;75007;Paris;Paris;Ile-de-France;Paris
AF.40817;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9799;Lycée Buffon;16 boulevard Pasteur;75015;Paris;Paris;Ile-de-France;Paris
AF.40986;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18088;Lycée Molière;71 rue du Ranelagh;75016;Paris;Paris;Ile-de-France;Paris
AF.46549;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais - monde contemporain / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16263;Lycée Jacques Feyder;10 rue Henri Wallon;93801;Epinay-sur-Seine;Seine-Saint-Denis;Ile-de-France;Créteil
AF.46583;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12881;Lycée polyvalent Saint-Aspais;36 rue Saint-Barthélemy;77007;Melun;Seine-et-Marne;Ile-de-France;Créteil
AF.46685;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1925;Lycée général et technologique de l'ensemble Sainte-Marie;22 avenue de Verdun;94000;Créteil;Val-de-Marne;Ile-de-France;Créteil
AF.46733;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13276;Lycée privé Pascal;33 boulevard Lannes;75016;Paris;Paris;Ile-de-France;Paris
AF.46744;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais / LLCER espagnol / Arts : théâtre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8886;Lycée Geoffroy- Saint-Hilaire;2-6 avenue Geoffroy-Saint-Hilaire;91150;Etampes;Essonne;Ile-de-France;Versailles
AF.46748;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4405;Lycée Ozar Hatorah Filles;65 rue Saint-Simon;94000;Créteil;Val-de-Marne;Ile-de-France;Créteil
AF.50405;Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18631;Lycée Les Châtaigniers;11 bis avenue Jean Jaurès;78000;Versailles;Yvelines;Ile-de-France;Versailles
AF.51828;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17258;Lycée Le Corbusier;88 rue de Villiers;78300;Poissy;Yvelines;Ile-de-France;Versailles
AF.52241;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16095;Lycée privé de l'Alma;12 avenue Bosquet;75007;Paris;Paris;Ile-de-France;Paris
AF.52382;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6615;Lycée général privé Bernard Palissy;2 rue Mercière;94470;Boissy-Saint-Léger;Val-de-Marne;Ile-de-France;Créteil
AF.52401;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8423;Lycée François Villon;10-16 avenue Marc Sangnier;75014;Paris;Paris;Ile-de-France;Paris
AF.52437;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5834;Lycée Fustel de Coulanges;11 rue des Migneaux;91300;Massy;Essonne;Ile-de-France;Versailles
AF.52444;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10048;Lycée George Sand;Rue de la mare au diable;77350;Le Mée-sur-Seine;Seine-et-Marne;Ile-de-France;Créteil
AF.52519;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2119;Lycée polyvalent privé Notre Dame de La Compassion;8 place Nicolas-Flamel;95000;Pontoise;Val-d'Oise;Ile-de-France;Versailles
AF.57611;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Arts : musique / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Arts : histoire des arts / LLCER anglais / LLCER espagnol / Arts : cinéma - audiovisuel;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15207;Lycée Robert Doisneau;89 avenue Serge Dassault;91813;Corbeil-Essonnes;Essonne;Ile-de-France;Versailles
AF.101782;Biologie-écologie / Mathématiques / Physique-chimie;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13989;Lycée agricole privé Sully;22 avenue de l'Europe, Magnanville;78200;Magnanville;Yvelines;Ile-de-France;Versailles
AF.1083;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12569;Lycée polyvalent La Trinité;121 avenue Achille Peretti;92200;Neuilly-sur-Seine;Hauts-de-Seine;Ile-de-France;Versailles
