"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"chercheur / chercheuse en biologie";https://www.onisep.fr/http/redirection/metier/slug/MET.699;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2402;"sciences/biologie| santé, social, sport/santé (généralités)"
"chercheur / chercheuse en robotique médicale";https://www.onisep.fr/http/redirection/metier/slug/MET.7766;;"pas de publication Onisep spécifique";;;"GFE H : électricité, énergie, électronique";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2402;"mécanique/automatismes| sciences/biologie| sciences/mathématiques"
chorégraphe;https://www.onisep.fr/http/redirection/metier/slug/MET.608;;"pas de publication Onisep spécifique";;;"GFE V : arts, spectacle, audiovisuel";L1201;Danse;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1201;"arts, culture, artisanat/arts du spectacle"
"coffreur-boiseur / coffreuse-boiseuse";https://www.onisep.fr/http/redirection/metier/slug/MET.162;"Les métiers du bâtiment et des travaux publics";Parcours;2023;9782273016445;"GFE C : bâtiment";F1701;"Construction en béton";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=F1701;"construction, architecture, travaux publics/maçonnerie, béton armé"
"collaborateur de notaire / collaboratrice de notaire";https://www.onisep.fr/http/redirection/metier/slug/MET.168;"Les métiers de la justice";Parcours;2020;9782273015165;"GFE W : droit, enseignement, recherche et sciences humaines";K1902;"Collaboration juridique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1902;"économie, droit, politique/droit privé"
"collaborateur de notaire / collaboratrice de notaire";https://www.onisep.fr/http/redirection/metier/slug/MET.168;"Les métiers du droit";Parcours;2020;9782273015202;"GFE W : droit, enseignement, recherche et sciences humaines";K1902;"Collaboration juridique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1902;"économie, droit, politique/droit privé"
"comédien / comédienne";https://www.onisep.fr/http/redirection/metier/slug/MET.146;"Les métiers de la culture et du patrimoine";Parcours;2022;9782273016131;"GFE V : arts, spectacle, audiovisuel";L1203;"Art dramatique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1203;"arts, culture, artisanat/arts du spectacle| information-communication, audiovisuel/audiovisuel"
"commercial / commerciale export";https://www.onisep.fr/http/redirection/metier/slug/MET.453;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE Q : commerce, gestion, finances";D1402;"Relation commerciale grands comptes et entreprises";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1402;"commerce, marketing, vente/commerce international| commerce, marketing, vente/marketing, vente"
"community manager";https://www.onisep.fr/http/redirection/metier/slug/MET.93;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE U : communication, médias";E1101;"Animation de site multimédia";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1101;"information-communication, audiovisuel/communication| commerce, marketing, vente/marketing, vente"
comptable;https://www.onisep.fr/http/redirection/metier/slug/MET.11;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE Q : commerce, gestion, finances";M1203;Comptabilité;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1203;"gestion des entreprises, comptabilité/comptabilité"
"concepteur / conceptrice designer packaging";https://www.onisep.fr/http/redirection/metier/slug/MET.239;"Les métiers des industries des papiers cartons";"Zoom sur les métiers";2019;9782273014830;"GFE O : transport, logistique";;;;"arts, culture, artisanat/arts graphiques"
"concepteur-rédacteur / conceptrice-rédactrice";https://www.onisep.fr/http/redirection/metier/slug/MET.316;"Les métiers de l'information et de la communication";Parcours;2021;9782273015950;"GFE U : communication, médias";E1104;"Conception de contenus multimédias";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1104;"information-communication, audiovisuel/journalisme, édition, publicité"
"conducteur / conductrice de bus ou d'autocar";https://www.onisep.fr/http/redirection/metier/slug/MET.907;"Les métiers du tourisme";Parcours;2023;9782273016339;"GFE O : transport, logistique";N4103;"Conduite de transport en commun sur route";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=N4103;"logistique, transport/transport"
"conducteur / conductrice de machine à imprimer";https://www.onisep.fr/http/redirection/metier/slug/MET.274;"Les métiers du livre";Parcours;2021;9782273015851;"GFE N : techniques graphiques, impression";E1301;"Conduite de machines d'impression";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1301;"mécanique/automatismes| matières premières, fabrication, industries/fabrication, productique| information-communication, audiovisuel/industries graphiques"
"conducteur / conductrice de machines agricoles";https://www.onisep.fr/http/redirection/metier/slug/MET.287;"Les métiers de l'agriculture";"Zoom sur les métiers";2021;9782273015608;"GFE A : agriculture";A1101;"Conduite d'engins agricoles et forestiers";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1101;"mécanique/machinisme agricole"
"conducteur / conductrice de machines agricoles";https://www.onisep.fr/http/redirection/metier/slug/MET.287;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1101;"Conduite d'engins agricoles et forestiers";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1101;"mécanique/machinisme agricole"
"conducteur / conductrice de train";https://www.onisep.fr/http/redirection/metier/slug/MET.154;"Les métiers du ferroviaire";"Zoom sur les métiers";2021;9782273015561;"GFE O : transport, logistique";N4301;"Conduite sur rails";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=N4301;"logistique, transport/transport"
"conducteur routier / conductrice routière";https://www.onisep.fr/http/redirection/metier/slug/MET.679;"Les métiers du transport et de la logistique";Parcours;2019;9782273014533;"GFE O : transport, logistique";N4101;"Conduite de transport de marchandises sur longue distance";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=N4101;"logistique, transport/transport"
"conseiller / conseillère d'élevage";https://www.onisep.fr/http/redirection/metier/slug/MET.234;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1301;"Conseil et assistance technique en agriculture";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1301;"agriculture, animaux/développement agricole| agriculture, animaux/élevage, aquaculture"
"conseiller / conseillère en assurances";https://www.onisep.fr/http/redirection/metier/slug/MET.909;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE Q : commerce, gestion, finances";C1102;"Conseil clientèle en assurances";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=C1102;"banque, assurances, immobilier/assurances"
"conseiller / conseillère en insertion sociale et professionnelle";https://www.onisep.fr/http/redirection/metier/slug/MET.342;"Les métiers du social";Parcours;2019;9782273014571;"GFE R : santé, social, soins personnels";K1801;"Conseil en emploi et insertion socioprofessionnelle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1801;"santé, social, sport/travail social"
"conseiller / conseillère en voyages";https://www.onisep.fr/http/redirection/metier/slug/MET.604;"Les métiers des langues et de l'international";Parcours;2022;9782273016018;"GFE S : hôtellerie,  tourisme, loisirs";G1303;"Vente de voyages";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1303;"hôtellerie-restauration, tourisme/tourisme"
"conseiller / conseillère pénitentiaire d'insertion et de probation";https://www.onisep.fr/http/redirection/metier/slug/MET.712;"Les métiers du social";Parcours;2019;9782273014571;"GFE W : droit, enseignement, recherche et sciences humaines";K1207;"Intervention socioéducative";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1207;"santé, social, sport/travail social"
"conservateur territorial des bibliothèques / conservatrice territoriale des bibliothèques";https://www.onisep.fr/http/redirection/metier/slug/MET.136;;"pas de publication Onisep spécifique";;;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";K1601;"Gestion de l'information et de la documentation";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1601;"information-communication, audiovisuel/bibliothèque, documentation"
"consultant / consultante";https://www.onisep.fr/http/redirection/metier/slug/MET.457;"Gestion, comptabilité et ressources humaines";Parcours;2021;9782273015769;"GFE Q : commerce, gestion, finances";"K2101 | M1402 | M1806";"Conseil en formation | Conseil en organisation et management d'entreprise | Conseil et maîtrise d'ouvrage en systèmes d'information";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2101 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1402 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1806";"banque, assurances, immobilier/finances| commerce, marketing, vente/marketing, vente| gestion des entreprises, comptabilité/ressources humaines"
"consultant / consultante en informatique décisionnelle";https://www.onisep.fr/http/redirection/metier/slug/MET.916;"Les métiers de l'informatique";Parcours;2022;9782273016155;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1806;"Conseil et maîtrise d'ouvrage en systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1806;"informatique, Internet/informatique (généralités)"
"consultant / consultante en validation";https://www.onisep.fr/http/redirection/metier/slug/MET.825;;"pas de publication Onisep spécifique";;;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1502;"Management et ingénierie qualité industrielle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1502;"matières premières, fabrication, industries/agroalimentaire| sciences/biologie| sciences/chimie| matières premières, fabrication, industries/maintenance, qualité"
"consultant / consultante SaaS";https://www.onisep.fr/http/redirection/metier/slug/MET.328;"Les métiers de l'informatique";Parcours;2022;9782273016155;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1806;"Conseil et maîtrise d'ouvrage en systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1806;"informatique, Internet/informatique (généralités)"
"consultant / consultante web analytique";https://www.onisep.fr/http/redirection/metier/slug/MET.338;;"pas de publication Onisep spécifique";;;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";;;;"informatique, Internet/bases de données| informatique, Internet/développement, programmation, logiciel| commerce, marketing, vente/marketing, vente| sciences/mathématiques| information-communication, audiovisuel/multimédia"
contremaître;https://www.onisep.fr/http/redirection/metier/slug/MET.58;"Les métiers du transport et de la logistique";Parcours;2019;9782273014533;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";H1401;"Management et ingénierie gestion industrielle et logistique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1401;"matières premières, fabrication, industries/fabrication, productique| logistique, transport/logistique| mécanique/mécanique (généralités)| matières premières, fabrication, industries/méthodes industrialisation"
"contrôleur / contrôleuse de performance";https://www.onisep.fr/http/redirection/metier/slug/MET.865;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1302;"Contrôle et diagnostic technique en agriculture";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1302;"agriculture, animaux/élevage, aquaculture"
"convoyeur / convoyeuse de fonds";https://www.onisep.fr/http/redirection/metier/slug/MET.484;;"pas de publication Onisep spécifique";;;"GFE T : environnement, nettoyage, sécurité";K2503;"Sécurité et surveillance privées";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2503;"armée, sécurité/sécurité, prévention"
cordiste;https://www.onisep.fr/http/redirection/metier/slug/MET.437;"Les métiers des grands événements culturels et sportifs";"Zoom sur les métiers";2023;9782273016742;"GFE C : bâtiment";I1501;"Intervention en grande hauteur";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1501;"construction, architecture, travaux publics/génie civil, construction (généralités)"
